,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
196,tr|A0A1H4Q399|A0A1H4Q399_9PSED,Cytoplasmic,0.0000,0.1241,0.8535,0.0077,0.0012,0.0135
197,tr|A0A1H4TEW0|A0A1H4TEW0_9BRAD,Cytoplasmic,0.0001,0.0114,0.9637,0.0095,0.0093,0.0061
198,tr|A0A1H5GKP6|A0A1H5GKP6_9ACTN,Cytoplasmic,0.0001,0.0513,0.9277,0.0095,0.0017,0.0097
199,tr|A0A1H5NX71|A0A1H5NX71_9PSED,Cytoplasmic,0.0000,0.0625,0.8795,0.0158,0.0024,0.0397
200,tr|A0A1H6M6C3|A0A1H6M6C3_9BRAD,Cytoplasmic,0.0001,0.0401,0.9318,0.0184,0.0094,0.0002
201,tr|A0A1H6URM4|A0A1H6URM4_9BURK,Cytoplasmic,0.0000,0.0932,0.8890,0.0052,0.0031,0.0095
202,tr|A0A1H6WUQ4|A0A1H6WUQ4_9BURK,Cytoplasmic,0.0000,0.0126,0.9609,0.0142,0.0033,0.0090
203,tr|A0A1H7E3K3|A0A1H7E3K3_9BURK,Cytoplasmic,0.0000,0.0296,0.9551,0.0124,0.0018,0.0010
204,tr|A0A1H7H3D6|A0A1H7H3D6_9GAMM,Cytoplasmic,0.0000,0.0065,0.8580,0.1267,0.0064,0.0024
205,tr|A0A1H7WKT8|A0A1H7WKT8_9GAMM,Cytoplasmic,0.0001,0.0588,0.8990,0.0274,0.0030,0.0118
206,tr|A0A1H7Y3I7|A0A1H7Y3I7_STRJI,Cytoplasmic,0.0000,0.0344,0.9434,0.0146,0.0012,0.0064
207,tr|A0A1H8B0Z2|A0A1H8B0Z2_9BRAD,Cytoplasmic,0.0000,0.0907,0.8702,0.0339,0.0016,0.0035
208,tr|A0A1H8E1K0|A0A1H8E1K0_9ACTN,Cytoplasmic,0.0000,0.0302,0.9601,0.0079,0.0011,0.0007
209,tr|A0A1H9AQS6|A0A1H9AQS6_9PROT,Cytoplasmic,0.0002,0.0066,0.9369,0.0229,0.0308,0.0026
210,tr|A0A1H9CGA2|A0A1H9CGA2_9ACTN,Cytoplasmic,0.0004,0.0424,0.8780,0.0581,0.0207,0.0005
211,tr|A0A1H9E726|A0A1H9E726_9PSED,Extracellular,0.0001,0.4729,0.4613,0.0544,0.0073,0.0040
212,tr|A0A1I0LV99|A0A1I0LV99_9ACTN,Cytoplasmic,0.0000,0.0202,0.9725,0.0045,0.0011,0.0017
213,tr|A0A1I0V5B5|A0A1I0V5B5_9BACL,Cytoplasmic,0.0000,0.0049,0.9836,0.0042,0.0068,0.0005
214,tr|A0A1I2ADU1|A0A1I2ADU1_9BACL,Cytoplasmic,0.0000,0.0024,0.9949,0.0016,0.0005,0.0006
215,tr|A0A1I3KLY6|A0A1I3KLY6_9PROT,Cytoplasmic,0.0003,0.0062,0.8762,0.0266,0.0809,0.0097
216,tr|A0A1I3YKV0|A0A1I3YKV0_9PSEU,Cytoplasmic,0.0000,0.0455,0.9381,0.0144,0.0007,0.0012
217,tr|A0A1I4A0M4|A0A1I4A0M4_9ACTN,Cytoplasmic,0.0001,0.0959,0.8992,0.0039,0.0005,0.0004
218,tr|A0A1I4D352|A0A1I4D352_9HYPH,Cytoplasmic,0.0001,0.0029,0.9718,0.0134,0.0058,0.0059
219,tr|A0A1I4SDP7|A0A1I4SDP7_9BRAD,Cytoplasmic,0.0000,0.0138,0.9516,0.0266,0.0038,0.0042
220,tr|A0A1I4TSF5|A0A1I4TSF5_9PROT,Cytoplasmic,0.0005,0.0227,0.8753,0.0199,0.0755,0.0060
221,tr|A0A1I4UZP6|A0A1I4UZP6_9BURK,Cytoplasmic,0.0001,0.0563,0.9343,0.0046,0.0028,0.0019
222,tr|A0A1I4Y5V4|A0A1I4Y5V4_9ACTN,Cytoplasmic,0.0003,0.0994,0.8704,0.0201,0.0040,0.0058
223,tr|A0A1I5H0X8|A0A1I5H0X8_9PSEU,Cytoplasmic,0.0001,0.0293,0.9459,0.0090,0.0029,0.0128
224,tr|A0A1I5XW11|A0A1I5XW11_9BURK,Cytoplasmic,0.0000,0.0162,0.9511,0.0202,0.0040,0.0085
225,tr|A0A1I6AK07|A0A1I6AK07_9PSEU,Cytoplasmic,0.0000,0.0053,0.9890,0.0043,0.0005,0.0009
226,tr|A0A1I6GQA1|A0A1I6GQA1_9GAMM,Cytoplasmic,0.0001,0.0400,0.9397,0.0120,0.0045,0.0036
227,tr|A0A1I6I304|A0A1I6I304_9GAMM,Cytoplasmic,0.0008,0.0456,0.8894,0.0233,0.0382,0.0028
228,tr|A0A1J7BI20|A0A1J7BI20_9ACTN,Cytoplasmic,0.0001,0.0815,0.8946,0.0226,0.0009,0.0004
229,tr|A0A1J9VRE6|A0A1J9VRE6_9BACI,Cytoplasmic,0.0064,0.0892,0.8026,0.0401,0.0610,0.0006
230,tr|A0A1K1MEN3|A0A1K1MEN3_9PROT,Cytoplasmic,0.0002,0.0138,0.9178,0.0230,0.0326,0.0126
231,tr|A0A1K1RFJ3|A0A1K1RFJ3_9PSEU,Cytoplasmic,0.0000,0.0647,0.9242,0.0093,0.0008,0.0010
232,tr|A0A1K2EAG5|A0A1K2EAG5_STRAR,Cytoplasmic,0.0000,0.1983,0.7928,0.0072,0.0011,0.0005
233,tr|A0A1L1PND7|A0A1L1PND7_HYDIT,Cytoplasmic,0.0000,0.0322,0.9484,0.0127,0.0020,0.0047
234,tr|A0A1L3F4J4|A0A1L3F4J4_BRAJP,Cytoplasmic,0.0002,0.0055,0.9033,0.0096,0.0701,0.0113
235,tr|A0A1L3SQQ2|A0A1L3SQQ2_9HYPH,Cytoplasmic,0.0000,0.0378,0.9391,0.0098,0.0126,0.0008
236,tr|A0A1L6HTT4|A0A1L6HTT4_9BURK,Cytoplasmic,0.0001,0.0391,0.9455,0.0106,0.0045,0.0003
237,tr|A0A1M3Q4Z1|A0A1M3Q4Z1_9HYPH,Cytoplasmic,0.0001,0.0300,0.9447,0.0040,0.0062,0.0150
238,tr|A0A1M4EDS1|A0A1M4EDS1_9ACTN,Cytoplasmic,0.0000,0.0528,0.9434,0.0032,0.0002,0.0004
239,tr|A0A1M4T670|A0A1M4T670_9BURK,Cytoplasmic,0.0000,0.0299,0.9621,0.0040,0.0014,0.0027
240,tr|A0A1M5JVI2|A0A1M5JVI2_9BRAD,Extracellular,0.0003,0.5563,0.1932,0.1803,0.0025,0.0673
241,tr|A0A1M5MB27|A0A1M5MB27_9BRAD,Cytoplasmic,0.0002,0.0214,0.9130,0.0441,0.0199,0.0014
242,tr|A0A1M5NMT4|A0A1M5NMT4_9BRAD,Cytoplasmic,0.0000,0.0001,0.9784,0.0132,0.0046,0.0037
243,tr|A0A1M5V2H2|A0A1M5V2H2_9ACTN,Cytoplasmic,0.0002,0.0434,0.9313,0.0146,0.0031,0.0074
244,tr|A0A1M5XUS8|A0A1M5XUS8_9BRAD,Cytoplasmic,0.0001,0.0230,0.9458,0.0179,0.0123,0.0009
245,tr|A0A1M5XW76|A0A1M5XW76_9BRAD,Cytoplasmic,0.0036,0.1536,0.4294,0.2058,0.1271,0.0805
246,tr|A0A1M6NB40|A0A1M6NB40_9BRAD,Periplasmic,0.0002,0.0485,0.0008,0.0178,0.0061,0.9266
247,tr|A0A1M6NQ41|A0A1M6NQ41_PSETH,Cytoplasmic,0.0001,0.1340,0.8438,0.0215,0.0004,0.0002
248,tr|A0A1M7T321|A0A1M7T321_9BRAD,Cytoplasmic,0.0002,0.0250,0.9199,0.0446,0.0071,0.0033
249,tr|A0A1M7TG00|A0A1M7TG00_9BRAD,Cytoplasmic,0.0000,0.0199,0.9756,0.0027,0.0010,0.0008
250,tr|A0A1N6I1M4|A0A1N6I1M4_9BURK,Cytoplasmic,0.0001,0.0530,0.9257,0.0135,0.0047,0.0031
251,tr|A0A1N6KBF2|A0A1N6KBF2_9BURK,Cytoplasmic,0.0001,0.0552,0.9278,0.0126,0.0024,0.0019
252,tr|A0A1N7HE49|A0A1N7HE49_9ACTN,Cytoplasmic,0.0007,0.0495,0.9247,0.0196,0.0027,0.0028
253,tr|A0A1N7K0Q8|A0A1N7K0Q8_9GAMM,Cytoplasmic Membrane,0.0001,0.0060,0.2531,0.7270,0.0136,0.0003
254,tr|A0A1N7SJX6|A0A1N7SJX6_9BURK,Cytoplasmic,0.0000,0.0451,0.9416,0.0111,0.0014,0.0008
255,tr|A0A1P8NCU8|A0A1P8NCU8_9MICO,Cytoplasmic,0.0000,0.0050,0.9925,0.0021,0.0001,0.0002
256,tr|A0A1Q3GIK7|A0A1Q3GIK7_9BACT,Cytoplasmic,0.0006,0.0316,0.4963,0.4310,0.0373,0.0032
257,tr|A0A1Q3H4W8|A0A1Q3H4W8_9BACT,Extracellular,0.0001,0.4650,0.4529,0.0668,0.0149,0.0003
258,tr|A0A1Q3KEV1|A0A1Q3KEV1_9PROT,Cytoplasmic,0.0001,0.0045,0.9537,0.0099,0.0231,0.0086
259,tr|A0A1Q3R400|A0A1Q3R400_9BURK,Cytoplasmic,0.0000,0.0261,0.9191,0.0206,0.0042,0.0300
260,tr|A0A1Q4HMM4|A0A1Q4HMM4_9MYCO,Cytoplasmic,0.0001,0.1056,0.8335,0.0525,0.0044,0.0039
261,tr|A0A1Q4W8E1|A0A1Q4W8E1_9ACTN,Cytoplasmic,0.0000,0.0451,0.9462,0.0080,0.0004,0.0004
262,tr|A0A1Q4XDE6|A0A1Q4XDE6_9ACTN,Cytoplasmic,0.0002,0.0167,0.9659,0.0101,0.0032,0.0039
263,tr|A0A1Q5GR45|A0A1Q5GR45_9ACTN,Cytoplasmic,0.0000,0.0470,0.9405,0.0109,0.0008,0.0008
264,tr|A0A1Q5XU73|A0A1Q5XU73_9BACL,Cytoplasmic,0.0001,0.0068,0.9594,0.0224,0.0091,0.0022
265,tr|A0A1Q7HES4|A0A1Q7HES4_9CHLR,Cytoplasmic,0.0000,0.0103,0.9795,0.0026,0.0029,0.0047
266,tr|A0A1Q8CG58|A0A1Q8CG58_9PSEU,Cytoplasmic,0.0004,0.1292,0.8451,0.0194,0.0038,0.0021
267,tr|A0A1Q9S5F7|A0A1Q9S5F7_9PSEU,Cytoplasmic,0.0001,0.0703,0.9172,0.0117,0.0004,0.0003
268,tr|A0A1R0Z7Y2|A0A1R0Z7Y2_9BACL,Cytoplasmic,0.0002,0.0601,0.8614,0.0533,0.0247,0.0004
269,tr|A0A1R1JBW7|A0A1R1JBW7_9BURK,Cytoplasmic,0.0000,0.0541,0.9409,0.0034,0.0010,0.0005
270,tr|A0A1R1JRY8|A0A1R1JRY8_ALCXX,Cytoplasmic,0.0000,0.0002,0.9881,0.0008,0.0006,0.0104
271,tr|A0A1R1LE89|A0A1R1LE89_9GAMM,Cytoplasmic,0.0010,0.0328,0.4892,0.4154,0.0594,0.0022
272,tr|A0A1R1SDG1|A0A1R1SDG1_9ACTN,Cytoplasmic,0.0000,0.2771,0.7162,0.0048,0.0017,0.0001
273,tr|A0A1R1SG96|A0A1R1SG96_9ACTN,Cytoplasmic,0.0000,0.0515,0.9354,0.0118,0.0006,0.0006
274,tr|A0A1R3UU05|A0A1R3UU05_9ACTN,Cytoplasmic,0.0000,0.0195,0.9786,0.0014,0.0003,0.0001
275,tr|A0A1S1K2E2|A0A1S1K2E2_9MYCO,Cytoplasmic,0.0000,0.0212,0.9702,0.0049,0.0012,0.0024
276,tr|A0A1S1L9R2|A0A1S1L9R2_9MYCO,Cytoplasmic,0.0000,0.0165,0.9770,0.0032,0.0015,0.0018
277,tr|A0A1S1LT13|A0A1S1LT13_MYCCH,Cytoplasmic,0.0000,0.0227,0.9707,0.0039,0.0013,0.0014
278,tr|A0A1S1U9X2|A0A1S1U9X2_9BURK,Cytoplasmic,0.0000,0.0636,0.8865,0.0126,0.0048,0.0324
279,tr|A0A1S1Y1X4|A0A1S1Y1X4_9GAMM,Cytoplasmic,0.0004,0.0238,0.8738,0.0184,0.0605,0.0232
280,tr|A0A1S4VIB0|A0A1S4VIB0_9MYCO,Cytoplasmic,0.0001,0.0130,0.9515,0.0058,0.0238,0.0058
281,tr|A0A1S6JD83|A0A1S6JD83_9ACTN,Cytoplasmic,0.0000,0.0526,0.9440,0.0025,0.0003,0.0005
282,tr|A0A1S8T8L2|A0A1S8T8L2_9CLOT,Cytoplasmic,0.0001,0.0482,0.8713,0.0319,0.0484,0.0002
283,tr|A0A1T2XMD0|A0A1T2XMD0_9BACL,Cytoplasmic,0.0000,0.0027,0.9927,0.0029,0.0012,0.0005
284,tr|A0A1U2HYJ1|A0A1U2HYJ1_9MYCO,Cytoplasmic,0.0001,0.0249,0.9446,0.0047,0.0184,0.0073
285,tr|A0A1U9P7H3|A0A1U9P7H3_9ACTN,Cytoplasmic,0.0001,0.0571,0.9208,0.0123,0.0021,0.0075
286,tr|A0A1U9R1S4|A0A1U9R1S4_STRNV,Cytoplasmic,0.0000,0.0338,0.9613,0.0021,0.0017,0.0011
287,tr|A0A1V0A5T7|A0A1V0A5T7_9ACTN,Cytoplasmic,0.0000,0.0235,0.9727,0.0028,0.0004,0.0005
288,tr|A0A1V2IJR4|A0A1V2IJR4_9ACTN,Cytoplasmic,0.0000,0.0639,0.9301,0.0051,0.0004,0.0004
289,tr|A0A1V2RP13|A0A1V2RP13_9ACTN,Cytoplasmic,0.0000,0.0599,0.9354,0.0026,0.0004,0.0016
290,tr|A0A1V2TFX3|A0A1V2TFX3_9NOCA,Cytoplasmic,0.0000,0.0232,0.9726,0.0035,0.0003,0.0003
291,tr|A0A1V2TMN0|A0A1V2TMN0_9NOCA,Cytoplasmic,0.0000,0.0022,0.9878,0.0063,0.0027,0.0011
292,tr|A0A1V3BZH0|A0A1V3BZH0_9ACTN,Cytoplasmic,0.0001,0.0026,0.9689,0.0143,0.0050,0.0090
293,tr|A0A1V3SA36|A0A1V3SA36_9BURK,Cytoplasmic,0.0001,0.0364,0.8638,0.0219,0.0240,0.0539
294,tr|A0A1V4CDV7|A0A1V4CDV7_9BURK,Cytoplasmic,0.0001,0.0264,0.8902,0.0286,0.0135,0.0412
295,tr|A0A1V4ELK9|A0A1V4ELK9_9ACTN,Cytoplasmic,0.0000,0.0600,0.9239,0.0142,0.0008,0.0011
296,tr|A0A1V5HSK1|A0A1V5HSK1_9BACT,Cytoplasmic,0.0008,0.0060,0.9561,0.0142,0.0224,0.0006
297,tr|A0A1V5UKQ3|A0A1V5UKQ3_9BACT,Cytoplasmic,0.0010,0.0299,0.9123,0.0072,0.0467,0.0030
298,tr|A0A1V6FCN0|A0A1V6FCN0_9BACT,Cytoplasmic,0.0005,0.0119,0.9158,0.0066,0.0640,0.0013
299,tr|A0A1V6IJC3|A0A1V6IJC3_9BACT,Cytoplasmic,0.0004,0.0250,0.8258,0.0066,0.1412,0.0010
300,tr|A0A1V8ZYJ2|A0A1V8ZYJ2_SACPI,Cytoplasmic,0.0000,0.0064,0.9896,0.0033,0.0003,0.0004
301,tr|A0A1V9W7X8|A0A1V9W7X8_9BACI,Cytoplasmic,0.0061,0.0880,0.8524,0.0248,0.0284,0.0003
302,tr|A0A1W6WQ26|A0A1W6WQ26_BACTU,Cytoplasmic,0.0085,0.0986,0.8206,0.0223,0.0495,0.0005
303,tr|A0A1W7CU80|A0A1W7CU80_9ACTN,Cytoplasmic,0.0000,0.0432,0.9538,0.0022,0.0003,0.0005
304,tr|A0A1W9G993|A0A1W9G993_9BACT,Cytoplasmic,0.0004,0.0165,0.8466,0.0206,0.1021,0.0138
305,tr|A0A1W9GJX0|A0A1W9GJX0_9BACT,Cytoplasmic,0.0004,0.0140,0.8950,0.0200,0.0624,0.0081
306,tr|A0A1W9GTQ9|A0A1W9GTQ9_9PROT,Cytoplasmic,0.0005,0.0177,0.8395,0.0293,0.1026,0.0103
307,tr|A0A1W9H0Q0|A0A1W9H0Q0_9PROT,Cytoplasmic,0.0001,0.0033,0.9790,0.0062,0.0035,0.0079
308,tr|A0A1W9HCS0|A0A1W9HCS0_9PROT,Cytoplasmic,0.0001,0.0858,0.8438,0.0402,0.0086,0.0215
309,tr|A0A1W9I068|A0A1W9I068_9PROT,Cytoplasmic,0.0000,0.0069,0.9699,0.0068,0.0054,0.0110
310,tr|A0A1W9J2M0|A0A1W9J2M0_9BACT,Cytoplasmic,0.0004,0.0123,0.8972,0.0245,0.0567,0.0090
311,tr|A0A1X0DC47|A0A1X0DC47_MYCHE,Cytoplasmic,0.0001,0.0486,0.9328,0.0125,0.0041,0.0019
312,tr|A0A1X1U6I9|A0A1X1U6I9_MYCFL,Cytoplasmic,0.0000,0.0343,0.9572,0.0063,0.0013,0.0009
313,tr|A0A1X2A3B0|A0A1X2A3B0_9MYCO,Cytoplasmic,0.0000,0.0769,0.9178,0.0037,0.0009,0.0007
314,tr|A0A1X2AFI7|A0A1X2AFI7_9MYCO,Cytoplasmic,0.0000,0.0740,0.8854,0.0231,0.0038,0.0136
315,tr|A0A1X2E982|A0A1X2E982_9MYCO,Cytoplasmic,0.0000,0.0574,0.9193,0.0134,0.0021,0.0078
316,tr|A0A1X2E9G5|A0A1X2E9G5_9MYCO,Cytoplasmic,0.0000,0.0898,0.9037,0.0042,0.0012,0.0011
317,tr|A0A1X7ARI0|A0A1X7ARI0_9GAMM,Cytoplasmic,0.0002,0.0270,0.7958,0.1246,0.0296,0.0229
318,tr|A0A1X7JE30|A0A1X7JE30_9ENTR,Cytoplasmic,0.0000,0.0111,0.9791,0.0054,0.0037,0.0006
319,tr|A0A1Y1BR17|A0A1Y1BR17_9BURK,Cytoplasmic,0.0000,0.0323,0.9648,0.0011,0.0008,0.0011
320,tr|A0A1Y2JUT2|A0A1Y2JUT2_BRAJP,Cytoplasmic,0.0001,0.0268,0.9115,0.0262,0.0333,0.0020
321,tr|A0A1Y2JYM4|A0A1Y2JYM4_BRAJP,Cytoplasmic,0.0002,0.0062,0.9025,0.0088,0.0682,0.0141
322,tr|A0A1Y2QV20|A0A1Y2QV20_9BURK,Cytoplasmic,0.0001,0.0645,0.8884,0.0191,0.0138,0.0141
323,tr|A0A1Y5GQU1|A0A1Y5GQU1_9GAMM,Cytoplasmic,0.0001,0.0468,0.7608,0.1589,0.0285,0.0049
324,tr|A0A1Z4ENC2|A0A1Z4ENC2_9MYCO,Cytoplasmic,0.0000,0.0409,0.9485,0.0074,0.0013,0.0019
325,tr|A0A210VTU1|A0A210VTU1_9BURK,Cytoplasmic,0.0000,0.2710,0.7035,0.0112,0.0016,0.0127
326,tr|A0A222VT00|A0A222VT00_9PSEU,Cytoplasmic,0.0001,0.0852,0.9115,0.0026,0.0005,0.0002
327,tr|A0A222WSJ1|A0A222WSJ1_9BACL,Cytoplasmic,0.0002,0.0101,0.9390,0.0300,0.0125,0.0083
328,tr|A0A228I2K1|A0A228I2K1_9BURK,Cytoplasmic,0.0000,0.0621,0.9333,0.0020,0.0007,0.0019
329,tr|A0A229HIS3|A0A229HIS3_9ACTN,Cytoplasmic,0.0001,0.0331,0.9403,0.0160,0.0029,0.0076
330,tr|A0A229SYE1|A0A229SYE1_9PSEU,Cytoplasmic,0.0000,0.0190,0.9612,0.0138,0.0016,0.0043
331,tr|A0A231RAA7|A0A231RAA7_9BACL,Cytoplasmic,0.0001,0.0032,0.9505,0.0143,0.0307,0.0013
332,tr|A0A233SSV9|A0A233SSV9_STRDA,Cytoplasmic,0.0000,0.3075,0.6777,0.0135,0.0006,0.0008
333,tr|A0A235EKI0|A0A235EKI0_9BURK,Cytoplasmic,0.0000,0.3178,0.6692,0.0018,0.0036,0.0076
334,tr|A0A239GGY3|A0A239GGY3_9ACTN,Cytoplasmic,0.0001,0.0304,0.9580,0.0108,0.0005,0.0002
335,tr|A0A242MGL1|A0A242MGL1_CABSO,Cytoplasmic,0.0001,0.0125,0.9601,0.0205,0.0060,0.0008
336,tr|A0A242NA65|A0A242NA65_CABSO,Cytoplasmic,0.0001,0.0121,0.9614,0.0207,0.0051,0.0007
337,tr|A0A243CWL2|A0A243CWL2_BACTU,Cytoplasmic,0.0097,0.0821,0.8468,0.0189,0.0422,0.0003
338,tr|A0A243GQL5|A0A243GQL5_BACTF,Cytoplasmic,0.0096,0.0800,0.8386,0.0213,0.0501,0.0005
339,tr|A0A248LDW4|A0A248LDW4_9BACL,Cytoplasmic,0.0002,0.0424,0.9005,0.0518,0.0036,0.0014
340,tr|A0A250IU81|A0A250IU81_9BACT,Cytoplasmic,0.0000,0.0979,0.8504,0.0427,0.0015,0.0074
341,tr|A0A250VH58|A0A250VH58_STROL,Cytoplasmic,0.0001,0.0325,0.9372,0.0230,0.0024,0.0048
342,tr|A0A254NUC7|A0A254NUC7_9BACL,Cytoplasmic,0.0000,0.0042,0.9926,0.0016,0.0010,0.0005
343,tr|A0A255Z234|A0A255Z234_9SPHN,Cytoplasmic,0.0000,0.0012,0.9836,0.0032,0.0081,0.0039
344,tr|A0A257E8I0|A0A257E8I0_9BURK,Cytoplasmic,0.0000,0.0137,0.9497,0.0072,0.0071,0.0222
345,tr|A0A258RT02|A0A258RT02_9SPHN,Cytoplasmic,0.0001,0.2141,0.7288,0.0419,0.0052,0.0100
346,tr|A0A258THA0|A0A258THA0_9SPHN,Cytoplasmic,0.0001,0.0397,0.9301,0.0228,0.0045,0.0028
347,tr|A0A263DT44|A0A263DT44_9PSEU,Cytoplasmic,0.0000,0.0958,0.8922,0.0111,0.0003,0.0005
348,tr|A0A285C113|A0A285C113_9PROT,Cytoplasmic,0.0002,0.0066,0.9383,0.0222,0.0292,0.0036
349,tr|A0A285L818|A0A285L818_9NOCA,Cytoplasmic,0.0001,0.0392,0.9510,0.0089,0.0004,0.0004
350,tr|A0A285UMZ5|A0A285UMZ5_9HYPH,Cytoplasmic,0.0002,0.1639,0.5000,0.3153,0.0188,0.0018
351,tr|A0A286A9V3|A0A286A9V3_9PROT,Cytoplasmic,0.0002,0.0073,0.9312,0.0224,0.0360,0.0029
352,tr|A0A286FN07|A0A286FN07_9ACTN,Cytoplasmic,0.0000,0.2888,0.7002,0.0098,0.0006,0.0007
353,tr|A0A291INE7|A0A291INE7_9GAMM,Cytoplasmic,0.0004,0.0191,0.8870,0.0180,0.0575,0.0181
354,tr|A0A291Q2S3|A0A291Q2S3_9ACTN,Cytoplasmic,0.0000,0.0621,0.9303,0.0070,0.0005,0.0001
355,tr|A0A292GKR9|A0A292GKR9_9HYPH,Cytoplasmic,0.0001,0.0034,0.9738,0.0101,0.0084,0.0042
356,tr|A0A2A2VPA0|A0A2A2VPA0_9BRAD,Cytoplasmic,0.0000,0.0340,0.9588,0.0045,0.0014,0.0012
357,tr|A0A2A4EYK2|A0A2A4EYK2_9BURK,Cytoplasmic,0.0001,0.1149,0.8355,0.0282,0.0066,0.0148
358,tr|A0A2A4FNV1|A0A2A4FNV1_9BURK,Cytoplasmic,0.0000,0.0256,0.9691,0.0037,0.0009,0.0006
359,tr|A0A2A5V7D2|A0A2A5V7D2_9PROT,Cytoplasmic,0.0004,0.0638,0.8499,0.0068,0.0781,0.0011
360,tr|A0A2A6NBB4|A0A2A6NBB4_9BRAD,Cytoplasmic,0.0000,0.0292,0.9653,0.0036,0.0012,0.0007
361,tr|A0A2A7UHD7|A0A2A7UHD7_9NOCA,Cytoplasmic,0.0000,0.0786,0.9122,0.0079,0.0004,0.0009
362,tr|A0A2A8HAN2|A0A2A8HAN2_9BACI,Cytoplasmic,0.0091,0.0743,0.8434,0.0192,0.0532,0.0008
363,tr|A0A2A8SF21|A0A2A8SF21_9BACI,Cytoplasmic,0.0003,0.0197,0.9254,0.0119,0.0425,0.0001
364,tr|A0A2B0L3I8|A0A2B0L3I8_BACCE,Cytoplasmic,0.0039,0.0958,0.8285,0.0230,0.0483,0.0004
365,tr|A0A2B2FBF2|A0A2B2FBF2_BACCE,Cytoplasmic,0.0078,0.0672,0.8537,0.0192,0.0516,0.0005
366,tr|A0A2B2M6K6|A0A2B2M6K6_BACCE,Cytoplasmic,0.0076,0.0828,0.8309,0.0393,0.0391,0.0003
367,tr|A0A2B4FMR0|A0A2B4FMR0_9BACI,Cytoplasmic,0.0001,0.0043,0.9723,0.0124,0.0100,0.0008
368,tr|A0A2B8SVT7|A0A2B8SVT7_BACCE,Cytoplasmic,0.0072,0.1050,0.8178,0.0224,0.0472,0.0003
369,tr|A0A2B9DHK7|A0A2B9DHK7_BACCE,Cytoplasmic,0.0002,0.0033,0.9832,0.0121,0.0012,0.0000
370,tr|A0A2C9DCQ5|A0A2C9DCQ5_9HYPH,Cytoplasmic,0.0001,0.0344,0.9277,0.0030,0.0319,0.0029
371,tr|A0A2C9EKU6|A0A2C9EKU6_PSEPH,Cytoplasmic,0.0000,0.0905,0.8856,0.0058,0.0014,0.0167
372,tr|A0A2D2DQL0|A0A2D2DQL0_9BURK,Cytoplasmic,0.0000,0.0591,0.9091,0.0146,0.0028,0.0144
373,tr|A0A2D7GES1|A0A2D7GES1_9RICK,Cytoplasmic,0.0000,0.0060,0.9547,0.0015,0.0377,0.0000
374,tr|A0A2D7WJB8|A0A2D7WJB8_9GAMM,Cytoplasmic,0.0001,0.1032,0.5988,0.2826,0.0146,0.0008
375,tr|A0A2D9U5M5|A0A2D9U5M5_9PROT,Cytoplasmic,0.0003,0.0199,0.8008,0.0067,0.1711,0.0012
376,tr|A0A2E1S824|A0A2E1S824_9PROT,Cytoplasmic,0.0000,0.1658,0.7969,0.0022,0.0349,0.0001
377,tr|A0A2E2IT39|A0A2E2IT39_9SPHN,Cytoplasmic,0.0001,0.0173,0.9629,0.0152,0.0031,0.0014
378,tr|A0A2E2KHI4|A0A2E2KHI4_9GAMM,Cytoplasmic,0.0002,0.0304,0.9079,0.0489,0.0122,0.0004
379,tr|A0A2E5KV31|A0A2E5KV31_9PROT,Cytoplasmic,0.0002,0.0114,0.9147,0.0578,0.0144,0.0015
380,tr|A0A2E6VZH8|A0A2E6VZH8_9PROT,Cytoplasmic,0.0001,0.0078,0.9542,0.0117,0.0252,0.0010
381,tr|A0A2E7HDA2|A0A2E7HDA2_9PROT,Cytoplasmic,0.0000,0.0059,0.9922,0.0002,0.0011,0.0005
382,tr|A0A2G2G9Q3|A0A2G2G9Q3_9PROT,Cytoplasmic,0.0001,0.0099,0.9593,0.0148,0.0145,0.0014
383,tr|A0A2G6TP25|A0A2G6TP25_9BURK,Cytoplasmic,0.0000,0.2710,0.7035,0.0112,0.0016,0.0127
384,tr|A0A2I8EYC0|A0A2I8EYC0_9BURK,Cytoplasmic,0.0001,0.0182,0.9630,0.0125,0.0045,0.0018
385,tr|A0A2I8F5W8|A0A2I8F5W8_9BURK,Cytoplasmic,0.0002,0.0120,0.9252,0.0213,0.0383,0.0029
386,tr|A0A2I9DVJ5|A0A2I9DVJ5_9DEIO,Cytoplasmic,0.0000,0.0253,0.9251,0.0445,0.0028,0.0023
387,tr|A0A2J6MQL2|A0A2J6MQL2_9BURK,Cytoplasmic,0.0001,0.0285,0.9128,0.0472,0.0103,0.0010
388,tr|A0A2K3V0X0|A0A2K3V0X0_9DEIO,Cytoplasmic,0.0000,0.0159,0.9334,0.0468,0.0025,0.0014
389,tr|A0A2M6UYP0|A0A2M6UYP0_9BURK,Cytoplasmic,0.0001,0.0159,0.9690,0.0036,0.0070,0.0045
390,tr|A0A2M8R3U4|A0A2M8R3U4_9BRAD,Cytoplasmic,0.0000,0.0462,0.9301,0.0175,0.0012,0.0050
391,tr|A0A2M8WYV9|A0A2M8WYV9_9BURK,Cytoplasmic,0.0001,0.0353,0.9174,0.0418,0.0029,0.0025
392,tr|A0A2M8YCU2|A0A2M8YCU2_9BURK,Cytoplasmic,0.0000,0.0604,0.8927,0.0111,0.0040,0.0318
