,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
5408,tr|A0A286C9S7|A0A286C9S7_9ACTN,Cytoplasmic,0.0000,0.0461,0.9483,0.0031,0.0021,0.0004
5409,tr|A0A286CEM1|A0A286CEM1_9ACTN,Cytoplasmic,0.0000,0.0022,0.9972,0.0000,0.0002,0.0004
5410,tr|A0A286CRH8|A0A286CRH8_9ACTN,Cytoplasmic,0.0001,0.0681,0.9086,0.0067,0.0127,0.0038
5411,tr|A0A286D693|A0A286D693_9GAMM,Cytoplasmic,0.0000,0.0095,0.9670,0.0052,0.0070,0.0113
5412,tr|A0A286DP21|A0A286DP21_9ACTN,Cytoplasmic,0.0001,0.4406,0.5220,0.0320,0.0026,0.0026
5413,tr|A0A286E6A7|A0A286E6A7_9NEIS,Cytoplasmic,0.0000,0.0005,0.9985,0.0001,0.0002,0.0008
5414,tr|A0A286EMW7|A0A286EMW7_9ACTN,Cytoplasmic,0.0002,0.0996,0.8852,0.0094,0.0033,0.0023
5415,tr|A0A286FK17|A0A286FK17_9ACTN,Cytoplasmic,0.0001,0.1099,0.8476,0.0396,0.0016,0.0012
5416,tr|A0A286FTL5|A0A286FTL5_9ACTN,Cytoplasmic,0.0002,0.0683,0.9235,0.0046,0.0031,0.0004
5417,tr|A0A286FVJ2|A0A286FVJ2_9ACTN,Cytoplasmic,0.0000,0.0030,0.9962,0.0002,0.0005,0.0001
5418,tr|A0A286GY50|A0A286GY50_9PROT,Cytoplasmic,0.0000,0.0019,0.9975,0.0001,0.0002,0.0003
5419,tr|A0A286H129|A0A286H129_9PROT,Cytoplasmic,0.0000,0.1593,0.8164,0.0182,0.0029,0.0031
5420,tr|A0A286IRL8|A0A286IRL8_9BACT,Cytoplasmic,0.0000,0.0080,0.9322,0.0196,0.0399,0.0002
5421,tr|A0A286P514|A0A286P514_9BURK,Cytoplasmic,0.0000,0.0068,0.9736,0.0167,0.0018,0.0010
5422,tr|A0A286PH19|A0A286PH19_STROL,Cytoplasmic,0.0001,0.0797,0.8790,0.0353,0.0031,0.0028
5423,tr|A0A288QMH7|A0A288QMH7_9LACO,Cytoplasmic,0.0000,0.0095,0.9870,0.0009,0.0012,0.0014
5424,tr|A0A290Q2I7|A0A290Q2I7_9BACT,Cytoplasmic,0.0007,0.3510,0.6058,0.0126,0.0278,0.0021
5425,tr|A0A290S8A7|A0A290S8A7_9GAMM,Cytoplasmic,0.0000,0.0008,0.9976,0.0005,0.0007,0.0003
5426,tr|A0A290WSJ3|A0A290WSJ3_9BURK,Cytoplasmic,0.0000,0.0706,0.8854,0.0151,0.0016,0.0272
5427,tr|A0A290Z7Y1|A0A290Z7Y1_9PSEU,Cytoplasmic,0.0000,0.0071,0.9920,0.0000,0.0006,0.0002
5428,tr|A0A290ZMW2|A0A290ZMW2_9RHOO,Cytoplasmic,0.0002,0.0236,0.9236,0.0379,0.0138,0.0008
5429,tr|A0A290ZUX3|A0A290ZUX3_9RHOO,Cytoplasmic,0.0004,0.1784,0.7723,0.0347,0.0119,0.0023
5430,tr|A0A291G9U1|A0A291G9U1_9RHOB,Cytoplasmic,0.0000,0.0025,0.9970,0.0001,0.0003,0.0001
5431,tr|A0A291GA86|A0A291GA86_9RHOB,Cytoplasmic,0.0000,0.0423,0.9564,0.0005,0.0005,0.0002
5432,tr|A0A291GCU6|A0A291GCU6_9RHOB,Cytoplasmic,0.0000,0.0049,0.9936,0.0004,0.0006,0.0005
5433,tr|A0A291H1J2|A0A291H1J2_9MICO,Cytoplasmic,0.0000,0.0398,0.9324,0.0246,0.0016,0.0015
5434,tr|A0A291HRA8|A0A291HRA8_9GAMM,Cytoplasmic,0.0000,0.0029,0.9962,0.0001,0.0004,0.0004
5435,tr|A0A291IF01|A0A291IF01_9GAMM,Cytoplasmic,0.0000,0.0405,0.9516,0.0028,0.0022,0.0028
5436,tr|A0A291ISF3|A0A291ISF3_9MOLU,Cytoplasmic,0.0000,0.0006,0.6329,0.0027,0.3637,0.0001
5437,tr|A0A291J3Z2|A0A291J3Z2_DELAC,Cytoplasmic,0.0000,0.0037,0.9873,0.0031,0.0042,0.0016
5438,tr|A0A291JHB6|A0A291JHB6_9STAP,Cytoplasmic,0.0000,0.0100,0.9828,0.0021,0.0049,0.0003
5439,tr|A0A291MYQ3|A0A291MYQ3_SPHYA,Cytoplasmic,0.0001,0.0417,0.8930,0.0452,0.0168,0.0032
5440,tr|A0A291PE14|A0A291PE14_9PROT,Cytoplasmic,0.0000,0.0055,0.9888,0.0011,0.0026,0.0020
5441,tr|A0A291PFM6|A0A291PFM6_9PROT,Cytoplasmic,0.0000,0.0042,0.9843,0.0024,0.0059,0.0032
5442,tr|A0A291PIW6|A0A291PIW6_9PROT,Cytoplasmic,0.0000,0.0048,0.9894,0.0030,0.0025,0.0003
5443,tr|A0A291PJI4|A0A291PJI4_9PROT,Cytoplasmic,0.0001,0.0154,0.9213,0.0305,0.0253,0.0074
5444,tr|A0A291Q124|A0A291Q124_9ACTN,Cytoplasmic,0.0005,0.1203,0.8387,0.0320,0.0077,0.0008
5445,tr|A0A291Q3P4|A0A291Q3P4_9ACTN,Cytoplasmic,0.0001,0.2125,0.7547,0.0252,0.0047,0.0027
5446,tr|A0A291Q864|A0A291Q864_9ACTN,Cytoplasmic,0.0000,0.0236,0.9749,0.0002,0.0009,0.0005
5447,tr|A0A291QKJ8|A0A291QKJ8_9ACTN,Cytoplasmic,0.0000,0.3952,0.5765,0.0264,0.0013,0.0005
5448,tr|A0A291RFD4|A0A291RFD4_9NOCA,Cytoplasmic,0.0001,0.0536,0.9318,0.0078,0.0054,0.0012
5449,tr|A0A291RGW0|A0A291RGW0_9NOCA,Cytoplasmic,0.0000,0.0017,0.9860,0.0023,0.0055,0.0045
5450,tr|A0A291RLC1|A0A291RLC1_9NOCA,Cytoplasmic,0.0000,0.0565,0.9382,0.0037,0.0013,0.0003
5451,tr|A0A291RXF9|A0A291RXF9_9NOCA,Cytoplasmic,0.0010,0.0589,0.8801,0.0548,0.0044,0.0008
5452,tr|A0A291TKC1|A0A291TKC1_9GAMM,Cytoplasmic,0.0000,0.0208,0.9709,0.0055,0.0013,0.0016
5453,tr|A0A292EBC7|A0A292EBC7_9HYPH,Cytoplasmic,0.0000,0.0184,0.9754,0.0018,0.0040,0.0003
5454,tr|A0A292ECM8|A0A292ECM8_9HYPH,Cytoplasmic,0.0000,0.1594,0.8395,0.0006,0.0003,0.0001
5455,tr|A0A292EF79|A0A292EF79_9HYPH,Cytoplasmic,0.0000,0.0445,0.9486,0.0052,0.0010,0.0008
5456,tr|A0A292RW83|A0A292RW83_9BACT,Cytoplasmic,0.0001,0.0362,0.9417,0.0092,0.0064,0.0064
5457,tr|A0A292RWR2|A0A292RWR2_9BACT,Cytoplasmic,0.0001,0.0311,0.9508,0.0070,0.0047,0.0062
5458,tr|A0A292YWQ4|A0A292YWQ4_9PSEU,Cytoplasmic,0.0000,0.1512,0.8365,0.0113,0.0008,0.0001
5459,tr|A0A292ZJY1|A0A292ZJY1_SPHSA,Cytoplasmic,0.0000,0.1225,0.8354,0.0344,0.0020,0.0057
5460,tr|A0A2A1ZMF7|A0A2A1ZMF7_9BACT,Cytoplasmic,0.0000,0.0011,0.8291,0.0016,0.1681,0.0000
5461,tr|A0A2A2AWC6|A0A2A2AWC6_9BURK,Cytoplasmic,0.0000,0.0503,0.9419,0.0033,0.0034,0.0010
5462,tr|A0A2A2AT38|A0A2A2AT38_9BURK,Cytoplasmic,0.0000,0.0497,0.9415,0.0038,0.0038,0.0013
5463,tr|A0A2A2B9P1|A0A2A2B9P1_9GAMM,Cytoplasmic,0.0000,0.0031,0.9934,0.0005,0.0023,0.0006
5464,tr|A0A2A2E3X7|A0A2A2E3X7_9PSED,Cytoplasmic,0.0000,0.0281,0.9677,0.0011,0.0016,0.0015
5465,tr|A0A2A2EFL7|A0A2A2EFL7_9BIFI,Cytoplasmic,0.0000,0.1299,0.8529,0.0103,0.0023,0.0046
5466,tr|A0A2A2EJJ3|A0A2A2EJJ3_9BIFI,Cytoplasmic,0.0000,0.1340,0.8563,0.0052,0.0016,0.0029
5467,tr|A0A2A2EPQ8|A0A2A2EPQ8_9GAMM,Cytoplasmic,0.0000,0.0146,0.9547,0.0032,0.0047,0.0228
5468,tr|A0A2A2G1Z7|A0A2A2G1Z7_9MICC,Cytoplasmic,0.0000,0.0090,0.9884,0.0018,0.0006,0.0002
5469,tr|A0A2A2IC82|A0A2A2IC82_9BACI,Cytoplasmic,0.0000,0.0020,0.9716,0.0230,0.0028,0.0005
5470,tr|A0A2A2MCU9|A0A2A2MCU9_9GAMM,Cytoplasmic,0.0000,0.0042,0.9909,0.0002,0.0004,0.0043
5471,tr|A0A2A2N4Y3|A0A2A2N4Y3_9VIBR,Cytoplasmic,0.0000,0.0015,0.9863,0.0090,0.0027,0.0005
5472,tr|A0A2A2N9E2|A0A2A2N9E2_9VIBR,Cytoplasmic,0.0000,0.0015,0.9955,0.0011,0.0013,0.0005
5473,tr|A0A2A2PHL9|A0A2A2PHL9_9PSED,Cytoplasmic,0.0000,0.0045,0.9918,0.0005,0.0010,0.0022
5474,tr|A0A2A2PSX2|A0A2A2PSX2_9PSED,Cytoplasmic,0.0000,0.0083,0.9893,0.0004,0.0013,0.0007
5475,tr|A0A2A2R800|A0A2A2R800_9BACT,Cytoplasmic,0.0002,0.0990,0.8543,0.0029,0.0398,0.0038
5476,tr|A0A2A2T4H2|A0A2A2T4H2_9BURK,Cytoplasmic,0.0000,0.0494,0.9435,0.0029,0.0031,0.0010
5477,tr|A0A2A2UXT3|A0A2A2UXT3_9GAMM,Cytoplasmic,0.0000,0.0029,0.9896,0.0029,0.0003,0.0042
5478,tr|A0A2A2V848|A0A2A2V848_9BRAD,Cytoplasmic,0.0000,0.0046,0.9378,0.0099,0.0442,0.0034
5479,tr|A0A2A2VC99|A0A2A2VC99_9BRAD,Cytoplasmic,0.0000,0.0294,0.9606,0.0051,0.0033,0.0016
5480,tr|A0A2A2VEI1|A0A2A2VEI1_9BRAD,Cytoplasmic,0.0000,0.0018,0.9787,0.0015,0.0168,0.0011
5481,tr|A0A2A2VGV8|A0A2A2VGV8_9BRAD,Cytoplasmic,0.0000,0.0015,0.9936,0.0004,0.0037,0.0008
5482,tr|A0A2A2ZJK9|A0A2A2ZJK9_MYCAV,Cytoplasmic,0.0001,0.0860,0.9033,0.0073,0.0019,0.0014
5483,tr|A0A2A3AV87|A0A2A3AV87_9HYPH,Cytoplasmic,0.0001,0.0114,0.9527,0.0032,0.0250,0.0075
5484,tr|A0A2A3D870|A0A2A3D870_9HYPH,Cytoplasmic,0.0001,0.0087,0.9748,0.0025,0.0113,0.0026
5485,tr|A0A2A3D8Y0|A0A2A3D8Y0_9HYPH,Cytoplasmic,0.0000,0.0007,0.9982,0.0001,0.0004,0.0006
5486,tr|A0A2A3DWQ7|A0A2A3DWQ7_9HYPH,Cytoplasmic,0.0001,0.0052,0.9649,0.0027,0.0229,0.0042
5487,tr|A0A2A3FLG2|A0A2A3FLG2_9NOCA,Cytoplasmic,0.0001,0.1487,0.8258,0.0236,0.0015,0.0003
5488,tr|A0A2A3FYJ1|A0A2A3FYJ1_9NOCA,Cytoplasmic,0.0000,0.0079,0.9898,0.0014,0.0007,0.0001
5489,tr|A0A2A3G672|A0A2A3G672_9NOCA,Cytoplasmic,0.0001,0.1294,0.8311,0.0363,0.0027,0.0004
5490,tr|A0A2A3H6C2|A0A2A3H6C2_9ACTN,Cytoplasmic,0.0000,0.0064,0.9927,0.0001,0.0006,0.0003
5491,tr|A0A2A3IUG6|A0A2A3IUG6_9ACTN,Cytoplasmic,0.0000,0.1031,0.8819,0.0074,0.0040,0.0036
5492,tr|A0A2A3IW83|A0A2A3IW83_9ACTN,Cytoplasmic,0.0001,0.1105,0.8414,0.0439,0.0025,0.0015
5493,tr|A0A2A3IZT7|A0A2A3IZT7_9ACTN,Cytoplasmic,0.0000,0.1528,0.8232,0.0206,0.0012,0.0022
5494,tr|A0A2A3JBX9|A0A2A3JBX9_9ACTN,Cytoplasmic,0.0001,0.1828,0.8059,0.0069,0.0030,0.0012
5495,tr|A0A2A3JFI8|A0A2A3JFI8_9ACTN,Cytoplasmic,0.0000,0.0032,0.9957,0.0001,0.0007,0.0003
5496,tr|A0A2A3JIP4|A0A2A3JIP4_9ACTN,Cytoplasmic,0.0000,0.0010,0.9976,0.0003,0.0004,0.0007
5497,tr|A0A2A3L4H7|A0A2A3L4H7_MYCAV,Cytoplasmic,0.0001,0.0860,0.9033,0.0073,0.0019,0.0014
5498,tr|A0A2A3LL56|A0A2A3LL56_9GAMM,Cytoplasmic,0.0000,0.0500,0.9418,0.0040,0.0003,0.0039
5499,tr|A0A2A3VNW2|A0A2A3VNW2_9GAMM,Cytoplasmic,0.0000,0.0276,0.9683,0.0015,0.0001,0.0025
5500,tr|A0A2A3XF95|A0A2A3XF95_9GAMM,Cytoplasmic,0.0001,0.0395,0.9228,0.0048,0.0302,0.0025
5501,tr|A0A2A3YFA6|A0A2A3YFA6_9MICO,Cytoplasmic,0.0000,0.0279,0.9475,0.0222,0.0010,0.0013
5502,tr|A0A2A4C6F8|A0A2A4C6F8_9BURK,Cytoplasmic,0.0000,0.0237,0.9738,0.0007,0.0008,0.0010
5503,tr|A0A2A4CEK4|A0A2A4CEK4_9BURK,Cytoplasmic,0.0000,0.0183,0.9760,0.0014,0.0024,0.0019
5504,tr|A0A2A4CI93|A0A2A4CI93_9BURK,Cytoplasmic,0.0000,0.0341,0.9619,0.0036,0.0003,0.0001
5505,tr|A0A2A4CKA2|A0A2A4CKA2_9BURK,Extracellular,0.0001,0.4889,0.4793,0.0296,0.0017,0.0005
5506,tr|A0A2A4ETN1|A0A2A4ETN1_9BURK,Cytoplasmic,0.0000,0.0480,0.9386,0.0030,0.0049,0.0055
5507,tr|A0A2A4ETP2|A0A2A4ETP2_9BURK,Cytoplasmic,0.0000,0.0390,0.9370,0.0057,0.0167,0.0016
5508,tr|A0A2A4EUD0|A0A2A4EUD0_9BURK,Cytoplasmic,0.0000,0.0258,0.9417,0.0279,0.0040,0.0006
5509,tr|A0A2A4EY99|A0A2A4EY99_9BURK,Cytoplasmic,0.0001,0.0436,0.9471,0.0044,0.0045,0.0005
5510,tr|A0A2A4EYV8|A0A2A4EYV8_9BURK,Cytoplasmic,0.0000,0.0163,0.9614,0.0179,0.0037,0.0007
5511,tr|A0A2A4F7R0|A0A2A4F7R0_9BURK,Cytoplasmic,0.0000,0.0244,0.9734,0.0006,0.0007,0.0009
5512,tr|A0A2A4F8U3|A0A2A4F8U3_9BURK,Cytoplasmic,0.0000,0.0151,0.9836,0.0002,0.0006,0.0005
5513,tr|A0A2A4FBG9|A0A2A4FBG9_9BURK,Cytoplasmic,0.0001,0.2985,0.6818,0.0149,0.0026,0.0021
5514,tr|A0A2A4FL75|A0A2A4FL75_9BURK,Cytoplasmic,0.0000,0.0191,0.9736,0.0052,0.0007,0.0015
5515,tr|A0A2A4FML3|A0A2A4FML3_9BURK,Cytoplasmic,0.0000,0.0175,0.9743,0.0021,0.0044,0.0017
5516,tr|A0A2A4FNB8|A0A2A4FNB8_9BURK,Cytoplasmic,0.0008,0.0499,0.7946,0.0122,0.1419,0.0005
5517,tr|A0A2A4GJA2|A0A2A4GJA2_9GAMM,Cytoplasmic,0.0000,0.0031,0.9936,0.0011,0.0010,0.0012
5518,tr|A0A2A4LIM5|A0A2A4LIM5_9PROT,Cytoplasmic,0.0000,0.0291,0.9593,0.0016,0.0080,0.0020
5519,tr|A0A2A4MMU8|A0A2A4MMU8_9GAMM,Cytoplasmic,0.0004,0.0395,0.8597,0.0145,0.0479,0.0380
5520,tr|A0A2A4NQ05|A0A2A4NQ05_9HYPH,Cytoplasmic,0.0001,0.0235,0.8599,0.0762,0.0386,0.0016
5521,tr|A0A2A4PAW0|A0A2A4PAW0_9HYPH,Cytoplasmic,0.0000,0.0008,0.9976,0.0002,0.0008,0.0005
5522,tr|A0A2A4PT46|A0A2A4PT46_9GAMM,Cytoplasmic,0.0000,0.0016,0.9430,0.0008,0.0545,0.0001
5523,tr|A0A2A4QP49|A0A2A4QP49_9RHOB,Cytoplasmic,0.0000,0.0025,0.9866,0.0084,0.0016,0.0008
5524,tr|A0A2A4R048|A0A2A4R048_9PROT,Extracellular,0.0000,0.6960,0.2188,0.0000,0.0829,0.0023
5525,tr|A0A2A4R4J0|A0A2A4R4J0_9HYPH,Cytoplasmic,0.0000,0.0012,0.9951,0.0007,0.0017,0.0013
5526,tr|A0A2A4RK30|A0A2A4RK30_9GAMM,Cytoplasmic,0.0004,0.0401,0.8231,0.0023,0.1340,0.0001
5527,tr|A0A2A4RV70|A0A2A4RV70_9GAMM,Cytoplasmic,0.0000,0.0156,0.9826,0.0002,0.0014,0.0001
5528,tr|A0A2A4TLS7|A0A2A4TLS7_9PROT,Cytoplasmic,0.0000,0.0058,0.9935,0.0002,0.0003,0.0002
5529,tr|A0A2A4UEG6|A0A2A4UEG6_UNCPS,Cytoplasmic,0.0003,0.0864,0.8295,0.0030,0.0779,0.0028
5530,tr|A0A2A4V575|A0A2A4V575_9PROT,Cytoplasmic,0.0001,0.0056,0.9466,0.0208,0.0076,0.0194
5531,tr|A0A2A4VCF2|A0A2A4VCF2_9PROT,Cytoplasmic,0.0000,0.0207,0.9643,0.0008,0.0111,0.0032
5532,tr|A0A2A4VJT6|A0A2A4VJT6_9GAMM,Cytoplasmic,0.0000,0.0389,0.9222,0.0163,0.0037,0.0189
5533,tr|A0A2A4WDQ1|A0A2A4WDQ1_9GAMM,Cytoplasmic,0.0000,0.0156,0.9826,0.0002,0.0014,0.0001
5534,tr|A0A2A4XJT3|A0A2A4XJT3_9GAMM,Cytoplasmic,0.0001,0.0156,0.9402,0.0012,0.0429,0.0001
5535,tr|A0A2A4XTS3|A0A2A4XTS3_9HYPH,Cytoplasmic,0.0000,0.0013,0.9980,0.0003,0.0003,0.0001
5536,tr|A0A2A4XX34|A0A2A4XX34_9GAMM,Cytoplasmic,0.0000,0.0627,0.9288,0.0012,0.0027,0.0045
5537,tr|A0A2A4Y5V4|A0A2A4Y5V4_9GAMM,Cytoplasmic,0.0000,0.0008,0.9789,0.0062,0.0117,0.0024
5538,tr|A0A2A4YJD5|A0A2A4YJD5_9FLAO,Cytoplasmic,0.0000,0.0012,0.9921,0.0003,0.0063,0.0000
5539,tr|A0A2A4YS12|A0A2A4YS12_9PROT,Cytoplasmic,0.0001,0.0408,0.9243,0.0054,0.0284,0.0011
5540,tr|A0A2A4Z2V1|A0A2A4Z2V1_9PROT,Cytoplasmic,0.0000,0.0010,0.9983,0.0002,0.0004,0.0001
5541,tr|A0A2A4ZHB2|A0A2A4ZHB2_9RHOB,Cytoplasmic,0.0000,0.0012,0.9981,0.0004,0.0001,0.0002
5542,tr|A0A2A5AKX2|A0A2A5AKX2_9GAMM,Cytoplasmic,0.0000,0.0070,0.9794,0.0045,0.0034,0.0057
5543,tr|A0A2A5BHX1|A0A2A5BHX1_9GAMM,Cytoplasmic,0.0001,0.0392,0.9213,0.0141,0.0140,0.0113
5544,tr|A0A2A5BSL7|A0A2A5BSL7_9GAMM,Cytoplasmic,0.0000,0.0012,0.9732,0.0005,0.0251,0.0000
5545,tr|A0A2A5C6A4|A0A2A5C6A4_9GAMM,Cytoplasmic,0.0000,0.0291,0.9485,0.0015,0.0033,0.0175
5546,tr|A0A2A5CGX5|A0A2A5CGX5_9GAMM,Cytoplasmic,0.0000,0.0018,0.9936,0.0015,0.0031,0.0001
5547,tr|A0A2A5FPK1|A0A2A5FPK1_UNCBA,Cytoplasmic,0.0015,0.0121,0.8983,0.0056,0.0659,0.0166
5548,tr|A0A2A5G1T0|A0A2A5G1T0_9HYPH,Cytoplasmic,0.0001,0.0017,0.9640,0.0127,0.0157,0.0059
5549,tr|A0A2A5H337|A0A2A5H337_9PROT,Cytoplasmic,0.0000,0.0131,0.9652,0.0009,0.0185,0.0022
5550,tr|A0A2A5HRX0|A0A2A5HRX0_9ALTE,Cytoplasmic,0.0000,0.0019,0.9301,0.0005,0.0674,0.0000
5551,tr|A0A2A5INF7|A0A2A5INF7_BACPU,Cytoplasmic,0.0000,0.0032,0.9868,0.0063,0.0028,0.0008
5552,tr|A0A2A5JPS6|A0A2A5JPS6_PSEO7,Cytoplasmic,0.0000,0.0075,0.9836,0.0070,0.0002,0.0017
5553,tr|A0A2A5KMX8|A0A2A5KMX8_9HYPH,Cytoplasmic,0.0000,0.0165,0.9767,0.0044,0.0014,0.0010
5554,tr|A0A2A5KVM6|A0A2A5KVM6_9HYPH,Cytoplasmic,0.0000,0.0083,0.9891,0.0013,0.0006,0.0007
5555,tr|A0A2A5L5D6|A0A2A5L5D6_LACRH,Cytoplasmic,0.0000,0.0054,0.9880,0.0020,0.0023,0.0024
5556,tr|A0A2A5NWF2|A0A2A5NWF2_9MICO,Cytoplasmic,0.0000,0.0652,0.9256,0.0071,0.0011,0.0009
5557,tr|A0A2A5V565|A0A2A5V565_9PROT,Cytoplasmic,0.0004,0.0737,0.8120,0.0074,0.1039,0.0027
5558,tr|A0A2A5WFC7|A0A2A5WFC7_9GAMM,Cytoplasmic,0.0000,0.0064,0.9906,0.0013,0.0012,0.0004
5559,tr|A0A2A5Y864|A0A2A5Y864_9PROT,Cytoplasmic,0.0000,0.0027,0.9909,0.0009,0.0011,0.0045
5560,tr|A0A2A5YC72|A0A2A5YC72_9PROT,Cytoplasmic,0.0000,0.0005,0.9989,0.0002,0.0001,0.0003
5561,tr|A0A2A6F6S2|A0A2A6F6S2_9HYPH,Cytoplasmic,0.0000,0.0105,0.9767,0.0023,0.0072,0.0033
5562,tr|A0A2A6FTF7|A0A2A6FTF7_9MICO,Cytoplasmic,0.0001,0.0520,0.9430,0.0025,0.0022,0.0002
5563,tr|A0A2A6HU35|A0A2A6HU35_9HYPH,Cytoplasmic,0.0000,0.0008,0.9982,0.0002,0.0004,0.0004
5564,tr|A0A2A6HUC5|A0A2A6HUC5_9HYPH,Cytoplasmic,0.0000,0.0059,0.9885,0.0034,0.0013,0.0009
5565,tr|A0A2A6J448|A0A2A6J448_9HYPH,Cytoplasmic,0.0000,0.0004,0.9984,0.0001,0.0005,0.0006
5566,tr|A0A2A6J4G6|A0A2A6J4G6_9HYPH,Cytoplasmic,0.0000,0.0060,0.9900,0.0025,0.0010,0.0005
5567,tr|A0A2A6JME8|A0A2A6JME8_9HYPH,Cytoplasmic,0.0000,0.0006,0.9985,0.0001,0.0005,0.0003
5568,tr|A0A2A6JW31|A0A2A6JW31_9HYPH,Cytoplasmic,0.0000,0.0058,0.9889,0.0036,0.0010,0.0007
5569,tr|A0A2A6KJ01|A0A2A6KJ01_9HYPH,Cytoplasmic,0.0000,0.0131,0.9791,0.0056,0.0015,0.0008
5570,tr|A0A2A6KLN7|A0A2A6KLN7_9HYPH,Cytoplasmic,0.0000,0.0016,0.9975,0.0001,0.0002,0.0005
5571,tr|A0A2A6LD13|A0A2A6LD13_9HYPH,Cytoplasmic,0.0000,0.0052,0.9925,0.0009,0.0006,0.0007
5572,tr|A0A2A6LL86|A0A2A6LL86_9HYPH,Cytoplasmic,0.0000,0.0152,0.9722,0.0083,0.0030,0.0013
5573,tr|A0A2A6LQE8|A0A2A6LQE8_RHIFR,Cytoplasmic,0.0000,0.0031,0.9959,0.0002,0.0003,0.0006
5574,tr|A0A2A6M1G6|A0A2A6M1G6_RHIFR,Cytoplasmic,0.0000,0.0258,0.9560,0.0097,0.0063,0.0022
5575,tr|A0A2A6M3N4|A0A2A6M3N4_RHIFR,Cytoplasmic,0.0001,0.0599,0.8963,0.0109,0.0154,0.0174
5576,tr|A0A2A6M9U6|A0A2A6M9U6_9HYPH,Cytoplasmic,0.0000,0.0026,0.9963,0.0003,0.0003,0.0005
5577,tr|A0A2A6MJN4|A0A2A6MJN4_9HYPH,Cytoplasmic,0.0001,0.1240,0.8444,0.0052,0.0102,0.0160
5578,tr|A0A2A6NHA9|A0A2A6NHA9_9BRAD,Cytoplasmic,0.0001,0.0072,0.9334,0.0084,0.0438,0.0072
5579,tr|A0A2A6NKC8|A0A2A6NKC8_9BRAD,Cytoplasmic,0.0000,0.0144,0.9805,0.0011,0.0031,0.0009
5580,tr|A0A2A6NXD3|A0A2A6NXD3_9BRAD,Cytoplasmic,0.0000,0.0006,0.9927,0.0004,0.0054,0.0008
5581,tr|A0A2A6P516|A0A2A6P516_9HYPH,Cytoplasmic,0.0000,0.0023,0.9966,0.0002,0.0003,0.0006
5582,tr|A0A2A6PBJ9|A0A2A6PBJ9_9HYPH,Cytoplasmic,0.0001,0.0703,0.8998,0.0048,0.0068,0.0182
5583,tr|A0A2A6PFR1|A0A2A6PFR1_9BRAD,Cytoplasmic,0.0000,0.0008,0.9972,0.0002,0.0013,0.0004
5584,tr|A0A2A6PXW5|A0A2A6PXW5_9BRAD,Cytoplasmic,0.0001,0.0129,0.9298,0.0081,0.0463,0.0029
5585,tr|A0A2A6PYQ4|A0A2A6PYQ4_9BRAD,Cytoplasmic,0.0000,0.0326,0.9367,0.0113,0.0045,0.0149
5586,tr|A0A2A6R0D4|A0A2A6R0D4_9HYPH,Cytoplasmic,0.0000,0.0105,0.9839,0.0034,0.0017,0.0005
5587,tr|A0A2A6R6C4|A0A2A6R6C4_9HYPH,Cytoplasmic,0.0000,0.0175,0.9737,0.0056,0.0024,0.0009
5588,tr|A0A2A6RA61|A0A2A6RA61_9HYPH,Cytoplasmic,0.0000,0.0049,0.9923,0.0013,0.0007,0.0007
5589,tr|A0A2A7BJB4|A0A2A7BJB4_9BACI,Cytoplasmic,0.0000,0.0099,0.9769,0.0064,0.0066,0.0001
5590,tr|A0A2A7BQJ1|A0A2A7BQJ1_9BACI,Cytoplasmic,0.0000,0.0041,0.9600,0.0219,0.0136,0.0005
5591,tr|A0A2A7D2X1|A0A2A7D2X1_BACAN,Cytoplasmic,0.0001,0.0108,0.8409,0.0340,0.1137,0.0005
5592,tr|A0A2A7DCF4|A0A2A7DCF4_BACAN,Cytoplasmic,0.0000,0.0045,0.9588,0.0250,0.0111,0.0006
5593,tr|A0A2A7E5Q3|A0A2A7E5Q3_9BACI,Cytoplasmic,0.0000,0.0045,0.9588,0.0250,0.0111,0.0006
5594,tr|A0A2A7E8X0|A0A2A7E8X0_9BACI,Cytoplasmic,0.0001,0.0125,0.8527,0.0341,0.1001,0.0005
5595,tr|A0A2A7H076|A0A2A7H076_9BACI,Cytoplasmic,0.0001,0.0045,0.9719,0.0136,0.0098,0.0001
5596,tr|A0A2A7H3I0|A0A2A7H3I0_9BACI,Cytoplasmic,0.0000,0.0046,0.9646,0.0217,0.0086,0.0006
5597,tr|A0A2A7H6X4|A0A2A7H6X4_9BACI,Cytoplasmic,0.0000,0.0019,0.9842,0.0010,0.0124,0.0005
5598,tr|A0A2A7MF70|A0A2A7MF70_9CLOT,Cytoplasmic,0.0032,0.0191,0.7933,0.0882,0.0954,0.0008
5599,tr|A0A2A7MM84|A0A2A7MM84_9CLOT,Cytoplasmic,0.0002,0.0081,0.7030,0.0011,0.2872,0.0004
5600,tr|A0A2A7MNI1|A0A2A7MNI1_MYCAG,Cytoplasmic,0.0000,0.0093,0.9809,0.0083,0.0009,0.0006
5601,tr|A0A2A7ND38|A0A2A7ND38_MYCAG,Cytoplasmic,0.0002,0.2068,0.7741,0.0143,0.0024,0.0022
5602,tr|A0A2A7SF64|A0A2A7SF64_BURGA,Cytoplasmic,0.0000,0.0302,0.9636,0.0040,0.0019,0.0003
